fromNode	toNode	weight	direction	fromAltName	toAltName
MMT00000149	MMT00024043	0.0672181046356497	undirected	Ak2	9430025M21Rik
MMT00000149	MMT00024332	0.0811506285614788	undirected	Ak2	D030015G18Rik
MMT00000149	MMT00024533	0.0925871538041131	undirected	Ak2	Shprh
MMT00000149	MMT00024618	0.0993737834004556	undirected	Ak2	2410195B05Rik
MMT00000149	MMT00024811	0.0795708061574336	undirected	Ak2	Mitf
MMT00000149	MMT00025239	0.0795825379410463	undirected	Ak2	0610011L13Rik
MMT00000149	MMT00025271	0.0784395101578351	undirected	Ak2	Mef2c
MMT00000149	MMT00025321	0.0789287145850179	undirected	Ak2	Sybl1
MMT00000149	MMT00025851	0.0557254410419099	undirected	Ak2	Enpp2
MMT00000149	MMT00026215	0.0554327142605827	undirected	Ak2	4930485B16Rik
MMT00000149	MMT00026361	0.120442461916006	undirected	Ak2	Tcof1
MMT00000149	MMT00026530	0.101362159868441	undirected	Ak2	Nolc1
MMT00000149	MMT00026541	0.0944657959002361	undirected	Ak2	A330015D16Rik
MMT00000149	MMT00027108	0.0668422006769787	undirected	Ak2	9630025I22Rik
MMT00000149	MMT00027676	0.0789702628317103	undirected	Ak2	Nfatc1
MMT00000149	MMT00028649	0.143257871604795	undirected	Ak2	2210401K01Rik
MMT00000149	MMT00028983	0.0783311126449685	undirected	Ak2	3526402H21Rik
MMT00000149	MMT00029096	0.0747751862016735	undirected	Ak2	Nr5a2
MMT00000149	MMT00029361	0.115545331789218	undirected	Ak2	5730521P14Rik
MMT00000149	MMT00029749	0.0725834909542945	undirected	Ak2	1700003O08Rik
MMT00000149	MMT00030264	0.0764466773331572	undirected	Ak2	Scoc
MMT00000149	MMT00030627	0.0646477510760176	undirected	Ak2	Brd4
MMT00000149	MMT00030705	0.0961037721683474	undirected	Ak2	NA
MMT00000149	MMT00031294	0.121772316817236	undirected	Ak2	Zfp297b
MMT00000149	MMT00031547	0.0957891345118405	undirected	Ak2	Cpeb4
MMT00000149	MMT00031592	0.0631991702217582	undirected	Ak2	E130319B15Rik
MMT00000149	MMT00032015	0.103570933353445	undirected	Ak2	Psma4
MMT00000149	MMT00032296	0.0886271656007357	undirected	Ak2	Ppap2b
MMT00000149	MMT00033081	0.0624329775364563	undirected	Ak2	Rora
MMT00000149	MMT00033582	0.0722648380922265	undirected	Ak2	BC025076
MMT00000149	MMT00033844	0.0437726228294585	undirected	Ak2	Lzts2
MMT00000149	MMT00034010	0.0983221059039905	undirected	Ak2	NA
MMT00000149	MMT00034321	0.105334758912008	undirected	Ak2	1110001A05Rik
MMT00000149	MMT00034683	0.0527777026577034	undirected	Ak2	Hist1h1b
MMT00000149	MMT00034749	0.0382765197898494	undirected	Ak2	Mrg1
MMT00000149	MMT00034900	0.0569667450959566	undirected	Ak2	Dhx9
MMT00000149	MMT00035287	0.0835065715963421	undirected	Ak2	9030420J04Rik
MMT00000149	MMT00035498	0.0810270744660126	undirected	Ak2	Centd1
MMT00000149	MMT00035527	0.0679600868469122	undirected	Ak2	Arpc2
MMT00000149	MMT00036239	0.0875034832645613	undirected	Ak2	NA
MMT00000149	MMT00036275	0.03958375971627	undirected	Ak2	Copeb
MMT00000149	MMT00036444	0.105584177505939	undirected	Ak2	Rpl6
MMT00000149	MMT00036701	0.0883093655821539	undirected	Ak2	Tebp
MMT00000149	MMT00037414	0.086614707814597	undirected	Ak2	Nedd4
MMT00000149	MMT00037437	0.124345037366451	undirected	Ak2	Sfxn5
MMT00000149	MMT00038021	0.0978850510675621	undirected	Ak2	Rad23a
MMT00000149	MMT00038301	0.0994088331025662	undirected	Ak2	Evi5
MMT00000149	MMT00038528	0.105073309267917	undirected	Ak2	Nek4
MMT00000149	MMT00040228	0.0819659052848069	undirected	Ak2	D930050H05Rik
MMT00000149	MMT00040558	0.0983112033294368	undirected	Ak2	Mdm2
MMT00000149	MMT00040562	0.0728883741794118	undirected	Ak2	Ube4a
MMT00000149	MMT00040999	0.0944751585433181	undirected	Ak2	NA
MMT00000149	MMT00041350	0.0688148358795013	undirected	Ak2	Clic4
MMT00000149	MMT00041468	0.065465672319347	undirected	Ak2	4631426J05Rik
MMT00000149	MMT00041491	0.0870374422370275	undirected	Ak2	Dnajc5
MMT00000149	MMT00041503	0.0950998208982433	undirected	Ak2	2610301F02Rik
MMT00000149	MMT00041698	0.0836094124521294	undirected	Ak2	Nmnat
MMT00000149	MMT00041757	0.0511061984957125	undirected	Ak2	BC005662
MMT00000149	MMT00041844	0.0850029575569843	undirected	Ak2	Myo10
MMT00000149	MMT00041965	0.0687926669245864	undirected	Ak2	Cul2
MMT00000149	MMT00042003	0.0948694626628894	undirected	Ak2	Hmgb1
MMT00000149	MMT00042025	0.119566101700283	undirected	Ak2	4732496O19Rik
MMT00000149	MMT00042479	0.0619806427444039	undirected	Ak2	Ranbp1
MMT00000149	MMT00042488	0.0625888947093486	undirected	Ak2	Sfrs5
MMT00000149	MMT00042643	0.0539094769911717	undirected	Ak2	BC042593
MMT00000149	MMT00042735	0.0666515123615748	undirected	Ak2	AW209491
MMT00000149	MMT00044280	0.0774679159409589	undirected	Ak2	D5Bwg0860e
MMT00000149	MMT00044497	0.0452651677763769	undirected	Ak2	Pcyt1a
MMT00000149	MMT00044523	0.0942152725755655	undirected	Ak2	A530050O19Rik
MMT00000149	MMT00045146	0.0956355788954126	undirected	Ak2	A130052D22
MMT00000149	MMT00045469	0.0563270420233105	undirected	Ak2	Nfic
MMT00000149	MMT00045533	0.0768723246827693	undirected	Ak2	Sp4
MMT00000149	MMT00045544	0.0838001562579737	undirected	Ak2	Cdkn1c
MMT00000149	MMT00045670	0.0743445400997753	undirected	Ak2	NA
MMT00000149	MMT00045674	0.0887671259875389	undirected	Ak2	E130113K08Rik
MMT00000149	MMT00045825	0.0920582481548057	undirected	Ak2	NA
MMT00000149	MMT00046040	0.0702025627540453	undirected	Ak2	2610312B22Rik
MMT00000149	MMT00046132	0.0866811094233173	undirected	Ak2	5730455P16Rik
MMT00000149	MMT00046207	0.0850302988172962	undirected	Ak2	Slc6a6
MMT00000149	MMT00046594	0.0631153435485581	undirected	Ak2	NA
MMT00000149	MMT00046867	0.0431323162695694	undirected	Ak2	Tnfrsf21
MMT00000149	MMT00047041	0.0484899835666075	undirected	Ak2	5830482G23Rik
MMT00000149	MMT00047053	0.0663531790999297	undirected	Ak2	Atp5f1
MMT00000149	MMT00047335	0.0952592270442494	undirected	Ak2	Dnajc8
MMT00000149	MMT00047455	0.0722908375759758	undirected	Ak2	SST3
MMT00000149	MMT00047493	0.0982971657678831	undirected	Ak2	C430014D17Rik
MMT00000149	MMT00047844	0.0600320843193318	undirected	Ak2	4930550B20Rik
MMT00000149	MMT00047848	0.0822558054161993	undirected	Ak2	Calr
MMT00000149	MMT00047857	0.0937952044158362	undirected	Ak2	NA
MMT00000149	MMT00047884	0.0534233043515612	undirected	Ak2	Zfhx1b
MMT00000149	MMT00048205	0.149484869647754	undirected	Ak2	Zbtb7
MMT00000149	MMT00048288	0.0574979257051932	undirected	Ak2	Ets1
MMT00000149	MMT00049000	0.103102895922434	undirected	Ak2	Abcd2
MMT00000149	MMT00049225	0.111808117899459	undirected	Ak2	Mia2
MMT00000149	MMT00050033	0.135113625121421	undirected	Ak2	Nfia
MMT00000149	MMT00050076	0.0704746312650133	undirected	Ak2	2610510D13Rik
MMT00000149	MMT00050113	0.0658611430209976	undirected	Ak2	A230046K03Rik
MMT00000149	MMT00050435	0.130868850734179	undirected	Ak2	Tor1b
MMT00000149	MMT00050551	0.027388090077879	undirected	Ak2	Clic4
MMT00000149	MMT00050876	0.0961574260934166	undirected	Ak2	NA
MMT00000149	MMT00050978	0.067558479380152	undirected	Ak2	D8Ertd233e
MMT00000149	MMT00051013	0.0215303470798104	undirected	Ak2	Bcl11b
MMT00000149	MMT00051300	0.0244913826767361	undirected	Ak2	AW121567
MMT00000149	MMT00051489	0.0814641202098353	undirected	Ak2	Ncoa6ip
MMT00000149	MMT00052098	0.0930217179459157	undirected	Ak2	1810048P08Rik
MMT00000149	MMT00052148	0.119100447446317	undirected	Ak2	1300010M03Rik
MMT00000149	MMT00052162	0.0349967876651007	undirected	Ak2	Gpc6
MMT00000149	MMT00052236	0.0765630772830797	undirected	Ak2	9530008L14Rik
MMT00000149	MMT00053080	0.0739250809066184	undirected	Ak2	Copg2
MMT00000149	MMT00053249	0.0472319710833735	undirected	Ak2	Glg1
MMT00000149	MMT00053389	0.0486640098931469	undirected	Ak2	Ppp1cb
MMT00000149	MMT00053515	0.0861574316701069	undirected	Ak2	6530403A03Rik
MMT00000149	MMT00053583	0.0618493416035432	undirected	Ak2	Pten
MMT00000149	MMT00053732	0.0681933501270073	undirected	Ak2	C430010P07Rik
MMT00000149	MMT00054611	0.072555295444793	undirected	Ak2	B230380D07Rik
MMT00000149	MMT00054724	0.054191902954428	undirected	Ak2	4930420O11Rik
MMT00000149	MMT00054802	0.0851740782881434	undirected	Ak2	E430034L04Rik
MMT00000149	MMT00054901	0.0752317690588919	undirected	Ak2	Ppara
MMT00000149	MMT00054929	0.0963341198796848	undirected	Ak2	Bach1
MMT00000149	MMT00054945	0.0640427771842038	undirected	Ak2	Ches1
MMT00000149	MMT00054967	0.0743506621011717	undirected	Ak2	5830445C04Rik
MMT00000149	MMT00055034	0.0556299740731594	undirected	Ak2	4833414E09Rik
MMT00000149	MMT00055129	0.0784663475632893	undirected	Ak2	Bmp2k
MMT00000149	MMT00055401	0.0668047799908363	undirected	Ak2	2610034N03Rik
MMT00000149	MMT00055600	0.100145897516356	undirected	Ak2	Notch1
MMT00000149	MMT00056129	0.097337295323245	undirected	Ak2	Smad5
MMT00000149	MMT00056149	0.0649491777461065	undirected	Ak2	9430093N24Rik
MMT00000149	MMT00056241	0.0727268666408062	undirected	Ak2	Mtf2
MMT00000149	MMT00056282	0.0816252291658323	undirected	Ak2	2810455K09Rik
MMT00000149	MMT00056768	0.0618510669803032	undirected	Ak2	Spnb2
MMT00000149	MMT00057173	0.0877858085564219	undirected	Ak2	Ftsj3
MMT00000149	MMT00057391	0.104877972516993	undirected	Ak2	2610510D13Rik
MMT00000149	MMT00058126	0.0690911809954875	undirected	Ak2	BC023892
MMT00000149	MMT00058475	0.0987811342568114	undirected	Ak2	Gtf2h1
MMT00000149	MMT00058673	0.0862921129486648	undirected	Ak2	ORF28
MMT00000149	MMT00058675	0.0872315131111655	undirected	Ak2	Gtf2a1
MMT00000149	MMT00059006	0.0390161179711058	undirected	Ak2	Map3k5
MMT00000149	MMT00059223	0.0933112437276615	undirected	Ak2	Usp31
MMT00000149	MMT00059295	0.0845750855656095	undirected	Ak2	Cab39
MMT00000149	MMT00059743	0.0751250658561153	undirected	Ak2	Ralb
MMT00000149	MMT00060205	0.0977626121850351	undirected	Ak2	NA
MMT00000149	MMT00060276	0.061244574303812	undirected	Ak2	AI450540
MMT00000149	MMT00060366	0.124348914029027	undirected	Ak2	9030625G08Rik
MMT00000149	MMT00060382	0.0431192979434928	undirected	Ak2	Gucy1a3
MMT00000149	MMT00060809	0.0948575195966204	undirected	Ak2	NA
MMT00000149	MMT00060830	0.0672143552289939	undirected	Ak2	NA
MMT00000149	MMT00061063	0.0776467197700206	undirected	Ak2	NA
MMT00000149	MMT00061169	0.068943164884898	undirected	Ak2	Wdr10
MMT00000149	MMT00061267	0.105455416195723	undirected	Ak2	Mgea6
MMT00000149	MMT00062170	0.0395987014107104	undirected	Ak2	Cacna2d1
MMT00000149	MMT00062579	0.101062784452101	undirected	Ak2	B3bp
MMT00000149	MMT00063950	0.0566055733615619	undirected	Ak2	Ddx3x
MMT00000149	MMT00064106	0.0911501948156849	undirected	Ak2	Ugcg
MMT00000149	MMT00064144	0.0717148099791365	undirected	Ak2	Npc1
MMT00000149	MMT00064358	0.0538487002598787	undirected	Ak2	Laptm5
MMT00000149	MMT00065921	0.0973106487125604	undirected	Ak2	Stat6
MMT00000149	MMT00066012	0.0602181444225451	undirected	Ak2	6430548M08Rik
MMT00000149	MMT00066391	0.081180650758735	undirected	Ak2	C430014M02Rik
MMT00000149	MMT00066585	0.124727188175087	undirected	Ak2	Jmy
MMT00000149	MMT00067321	0.0639261820331428	undirected	Ak2	2700017A04Rik
MMT00000149	MMT00067495	0.0486263135289866	undirected	Ak2	Ysg2
MMT00000149	MMT00067556	0.0509747710474332	undirected	Ak2	Madd
MMT00000149	MMT00067716	0.0890548535080355	undirected	Ak2	LOC239447
MMT00000149	MMT00067969	0.076547427339292	undirected	Ak2	Ywhaz
MMT00000149	MMT00068273	0.0875462286305108	undirected	Ak2	Rhobtb1
MMT00000149	MMT00068433	0.0769107236872264	undirected	Ak2	NA
MMT00000149	MMT00068599	0.122315211016046	undirected	Ak2	Eif3s10
MMT00000149	MMT00068696	0.0722657543814054	undirected	Ak2	Zfp369
MMT00000149	MMT00068980	0.0850264505395646	undirected	Ak2	C630028N24Rik
MMT00000149	MMT00069854	0.0274423653144579	undirected	Ak2	Slc43a3
MMT00000149	MMT00070151	0.0771570561132209	undirected	Ak2	NA
MMT00000149	MMT00070211	0.0585949032733304	undirected	Ak2	Pabpc1
MMT00000149	MMT00070300	0.0800110665562107	undirected	Ak2	B230312B02Rik
MMT00000149	MMT00070333	0.0820492026933949	undirected	Ak2	C230081A13Rik
MMT00000149	MMT00070493	0.0814985122542895	undirected	Ak2	Cdc25a
MMT00000149	MMT00070974	0.0734520713059398	undirected	Ak2	Dbt
MMT00000149	MMT00071599	0.135821825115112	undirected	Ak2	Ripk1
MMT00000149	MMT00072785	0.102261916472182	undirected	Ak2	Grpel2
MMT00000149	MMT00072855	0.0678261641159065	undirected	Ak2	NA
MMT00000149	MMT00072866	0.103050936299024	undirected	Ak2	Phxr3
MMT00000149	MMT00074104	0.0737841324653584	undirected	Ak2	Btbd7
MMT00000149	MMT00074235	0.0864044632419938	undirected	Ak2	Terf2
MMT00000149	MMT00074309	0.113901302687537	undirected	Ak2	Sesn2
MMT00000149	MMT00074398	0.0743240955943753	undirected	Ak2	NA
MMT00000149	MMT00074854	0.0825816226281849	undirected	Ak2	Pak2
MMT00000149	MMT00075041	0.0891253108742807	undirected	Ak2	E130014J05Rik
MMT00000149	MMT00075170	0.0801584013350376	undirected	Ak2	Fmo2
MMT00000149	MMT00075201	0.0618084475810105	undirected	Ak2	NA
MMT00000149	MMT00075508	0.13997395157315	undirected	Ak2	C530025K05Rik
MMT00000149	MMT00076216	0.105656723544235	undirected	Ak2	NA
MMT00000149	MMT00076232	0.0790914990754685	undirected	Ak2	Scamp2
MMT00000149	MMT00076251	0.120610380850935	undirected	Ak2	Ankrd25
MMT00000149	MMT00076395	0.0842526753547732	undirected	Ak2	D10Ertd718e
MMT00000149	MMT00076623	0.0529395626361015	undirected	Ak2	Rin2
MMT00000149	MMT00077107	0.0786086978179954	undirected	Ak2	4932441K18
MMT00000149	MMT00077125	0.0783887264811904	undirected	Ak2	BC013481
MMT00000149	MMT00077139	0.088523993357735	undirected	Ak2	Ifngr2
MMT00000149	MMT00077157	0.0711463979571942	undirected	Ak2	Bzw2
MMT00000149	MMT00077178	0.0594809892257792	undirected	Ak2	NA
MMT00000149	MMT00077685	0.0814886852234489	undirected	Ak2	C79267
MMT00000149	MMT00078059	0.0906078682860124	undirected	Ak2	4933409L06Rik
MMT00000149	MMT00078102	0.109805216942983	undirected	Ak2	Iars
MMT00000149	MMT00078455	0.066082106111434	undirected	Ak2	Cald1
MMT00000149	MMT00078543	0.126476246651758	undirected	Ak2	B230378H13Rik
MMT00000149	MMT00078940	0.0797735033465528	undirected	Ak2	Hoxb4
MMT00000149	MMT00078950	0.0804435443453078	undirected	Ak2	Eef1a1
MMT00000149	MMT00079131	0.074671732894023	undirected	Ak2	Mdn1
MMT00000149	MMT00079520	0.0840001700922951	undirected	Ak2	1700081L11Rik
MMT00000149	MMT00080097	0.0992916882128624	undirected	Ak2	Gtf2a1
MMT00000149	MMT00080406	0.0822454136516348	undirected	Ak2	Eif4ebp2
MMT00000149	MMT00080624	0.0942723830314106	undirected	Ak2	4932438A13Rik
MMT00000149	MMT00080630	0.0869091589602869	undirected	Ak2	2610005L07Rik
MMT00000149	MMT00080717	0.155515215416684	undirected	Ak2	BC012016
MMT00000149	MMT00080721	0.0590754364970756	undirected	Ak2	Gsk3b
MMT00000149	MMT00081122	0.0789509645029085	undirected	Ak2	5730446C15Rik
MMT00000149	MMT00081213	0.0656374107260078	undirected	Ak2	Slfn5
MMT00000149	MMT00081218	0.0890086387270641	undirected	Ak2	1700096C12Rik
MMT00000149	MMT00081264	0.0976870903945123	undirected	Ak2	Rpl6
MMT00000149	MMT00081880	0.0611355094817913	undirected	Ak2	5830415L20Rik
MMT00000149	MMT00082034	0.158068728246958	undirected	Ak2	5830416A07Rik
MMT00000149	MMT00082126	0.0750179552178674	undirected	Ak2	5730455A04Rik
MMT00000149	MMT00082651	0.0534743352416661	undirected	Ak2	C330017I15Rik
MMT00000149	MMT00082877	0.0798112821166544	undirected	Ak2	Fgd6
MMT00000283	MMT00000550	0.0844064918655299	undirected	2810043G22Rik	NA
MMT00000283	MMT00001555	0.0422603398755121	undirected	2810043G22Rik	Tle1
MMT00000283	MMT00002022	0.0636235814676056	undirected	2810043G22Rik	3110050K21Rik
MMT00000283	MMT00002304	0.0278265073053337	undirected	2810043G22Rik	Mkrn2
MMT00000283	MMT00002597	0.040203306514269	undirected	2810043G22Rik	NA
MMT00000283	MMT00003530	0.0320302964937873	undirected	2810043G22Rik	AB041550
MMT00000283	MMT00003950	0.0631065594542468	undirected	2810043G22Rik	AB041803
MMT00000283	MMT00003980	0.0497437078214456	undirected	2810043G22Rik	NA
MMT00000283	MMT00004086	0.074461892223094	undirected	2810043G22Rik	Cdkn1b
MMT00000283	MMT00004142	0.080409228710897	undirected	2810043G22Rik	Ddx6
MMT00000283	MMT00005744	0.11350931038421	undirected	2810043G22Rik	Cwf19l2
MMT00000283	MMT00006144	0.0771083642278323	undirected	2810043G22Rik	Pip5k1b
MMT00000283	MMT00006263	0.0599898358900445	undirected	2810043G22Rik	Jarid1a
MMT00000283	MMT00006538	0.0469186639550619	undirected	2810043G22Rik	B230208H17Rik
MMT00000283	MMT00006662	0.0231196506791389	undirected	2810043G22Rik	4921505C17Rik
MMT00000283	MMT00007407	0.0637307640042959	undirected	2810043G22Rik	Zfp307
MMT00000283	MMT00007435	0.0545001076949066	undirected	2810043G22Rik	Opa1
MMT00000283	MMT00007440	0.0935851837686815	undirected	2810043G22Rik	Ash1l
MMT00000283	MMT00008036	0.0645739025761339	undirected	2810043G22Rik	Gan
MMT00000283	MMT00009295	0.0294734899857453	undirected	2810043G22Rik	3100004P22Rik
MMT00000283	MMT00009359	0.0817239016483668	undirected	2810043G22Rik	Mnab
MMT00000283	MMT00009945	0.031333548540884	undirected	2810043G22Rik	NA
MMT00000283	MMT00010174	0.0282416322201969	undirected	2810043G22Rik	4932703L02Rik
MMT00000283	MMT00010351	0.0583757723461619	undirected	2810043G22Rik	Cadps2
MMT00000283	MMT00010888	0.057293088468767	undirected	2810043G22Rik	E030025D05Rik
MMT00000283	MMT00010910	0.0609683114541734	undirected	2810043G22Rik	Anp32b
MMT00000283	MMT00011445	0.022890149070154	undirected	2810043G22Rik	4930431B09Rik
MMT00000283	MMT00011731	0.0756760713893782	undirected	2810043G22Rik	2310058J06Rik
MMT00000283	MMT00011790	0.0706673315160308	undirected	2810043G22Rik	Carkl
MMT00000283	MMT00011968	0.0790955391842689	undirected	2810043G22Rik	Atp6v0a2
MMT00000283	MMT00012280	0.0497573565853677	undirected	2810043G22Rik	9530058O11Rik
MMT00000283	MMT00012401	0.0372964061321048	undirected	2810043G22Rik	4932417D18Rik
MMT00000283	MMT00012409	0.0705081839004487	undirected	2810043G22Rik	2810455B10Rik
MMT00000283	MMT00012891	0.034023993069808	undirected	2810043G22Rik	Nek7
MMT00000283	MMT00013096	0.0505559745224829	undirected	2810043G22Rik	BC031748
MMT00000283	MMT00013656	0.0427981045051031	undirected	2810043G22Rik	2610529H08Rik
MMT00000283	MMT00013815	0.0759137638641573	undirected	2810043G22Rik	Daam1
MMT00000283	MMT00013831	0.0530230112972524	undirected	2810043G22Rik	Foxp1
MMT00000283	MMT00014327	0.0428819761345939	undirected	2810043G22Rik	Frag1
MMT00000283	MMT00014634	0.0451481685531622	undirected	2810043G22Rik	NA
MMT00000283	MMT00014725	0.0566294377642373	undirected	2810043G22Rik	Eprs
MMT00000283	MMT00014928	0.0338344439284744	undirected	2810043G22Rik	Ski
MMT00000283	MMT00016194	0.0272864667145879	undirected	2810043G22Rik	AI316785
MMT00000283	MMT00016725	0.0565057416945773	undirected	2810043G22Rik	Cox7b
MMT00000283	MMT00017539	0.0406910127248542	undirected	2810043G22Rik	2610510D13Rik
MMT00000283	MMT00018346	0.101649464716953	undirected	2810043G22Rik	2900054P12Rik
MMT00000283	MMT00018639	0.0809031695031048	undirected	2810043G22Rik	D530025C17Rik
MMT00000283	MMT00019118	0.0691487820175574	undirected	2810043G22Rik	A330080J22Rik
MMT00000283	MMT00019554	0.0961175954426987	undirected	2810043G22Rik	9430067K14Rik
MMT00000283	MMT00020565	0.0776650434911799	undirected	2810043G22Rik	Gclm
MMT00000283	MMT00020843	0.122971716473954	undirected	2810043G22Rik	9030420J04Rik
MMT00000283	MMT00021077	0.0534400050126864	undirected	2810043G22Rik	BC027174
MMT00000283	MMT00021725	0.0560657668189165	undirected	2810043G22Rik	Nr2c2
